lat, lng
37.650466, 127.087889
37.650483, 127.088009
37.650413, 127.088087
37.650315, 127.088082
37.650219, 127.088068
37.650122, 127.088090
37.650034, 127.088121
37.649951, 127.088170
37.649868, 127.088231
37.649777, 127.088238
37.649695, 127.088286
37.649614, 127.088343
37.649529, 127.088391
37.649450, 127.088332
37.649356, 127.088338
37.649264, 127.088350
37.649175, 127.088322
37.649086, 127.088374
37.648989, 127.088382
37.648897, 127.088379
37.648804, 127.088373
37.648717, 127.088324
37.648632, 127.088382
37.648539, 127.088352
37.648445, 127.088368
37.648360, 127.088407
37.648268, 127.088461
37.648185, 127.088528
37.648103, 127.088585
37.648032, 127.088679
37.647979, 127.088782
37.647926, 127.088890
37.647836, 127.088939
37.647744, 127.088954
37.647653, 127.088934
37.647556, 127.088963
37.647458, 127.088972
37.647366, 127.088994
37.647286, 127.088937
37.647193, 127.088891
37.647103, 127.088849
37.647008, 127.088849
37.646912, 127.088871
37.646815, 127.088846
37.646739, 127.088777
37.646638, 127.088771
37.646545, 127.088825
37.646456, 127.088797
37.646380, 127.088725
37.646296, 127.088681
37.646201, 127.088637
37.646108, 127.088651
37.646009, 127.088674
37.645925, 127.088722
37.645832, 127.088768
37.645746, 127.088835
37.645676, 127.088928
37.645639, 127.089038
37.645640, 127.089153
37.645617, 127.089271
37.645598, 127.089387
37.645580, 127.089502
37.645584, 127.089630
37.645535, 127.089738
37.645474, 127.089822
37.645428, 127.089927
37.645363, 127.090017
37.645319, 127.090118
37.645250, 127.090199
37.645221, 127.090314
37.645222, 127.090441
37.645178, 127.090553
37.645159, 127.090674
37.645105, 127.090776
37.645013, 127.090766
37.644929, 127.090722
37.644839, 127.090753
37.644736, 127.090785
37.644658, 127.090854
37.644557, 127.090859
37.644476, 127.090928
37.644385, 127.090985
37.644300, 127.091047
37.644204, 127.091091
37.644124, 127.091148
37.644041, 127.091222
37.643955, 127.091265
37.643882, 127.091332
37.643814, 127.091419
37.643750, 127.091508
37.643685, 127.091593
37.643603, 127.091670
37.643483, 127.091751
37.643406, 127.091831
37.643344, 127.091917
37.643264, 127.091975
37.643161, 127.092005
37.643057, 127.091972
37.643025, 127.091855
37.642984, 127.091753
37.642898, 127.091663
37.642820, 127.091586
37.642737, 127.091510
37.642669, 127.091424
37.642596, 127.091334
37.642511, 127.091257
37.642421, 127.091268
37.642326, 127.091275
37.642236, 127.091322
37.642190, 127.091431
37.642126, 127.091525
37.642036, 127.091498
37.641953, 127.091446
37.641864, 127.091427
37.641773, 127.091421
37.641670, 127.091399
37.641573, 127.091368
37.641471, 127.091307
37.641383, 127.091216
37.641308, 127.091148
37.641208, 127.091106
37.641112, 127.091078
37.641020, 127.091078
37.640930, 127.091094
37.640809, 127.091087
37.640710, 127.091080
37.640620, 127.091055
37.640518, 127.091012
37.640438, 127.090939
37.640367, 127.090867
37.640293, 127.090776
37.640236, 127.090687
37.640155, 127.090626
37.640072, 127.090572
37.639974, 127.090560
37.639889, 127.090600
37.639794, 127.090638
37.639704, 127.090684
37.639619, 127.090618
37.639523, 127.090556
37.639436, 127.090515
37.639354, 127.090470
37.639244, 127.090411
37.639155, 127.090354
37.639064, 127.090314
37.638983, 127.090260
37.638905, 127.090186
37.638814, 127.090105
37.638731, 127.090039
37.638641, 127.090041
37.638528, 127.090090
37.638436, 127.090108
37.638337, 127.090142
37.638256, 127.090191
37.638181, 127.090262
37.638093, 127.090346
37.638012, 127.090436
37.637935, 127.090502
37.637863, 127.090577
37.637770, 127.090586
37.637669, 127.090555
37.637578, 127.090515
37.637487, 127.090509
37.637381, 127.090514
37.637284, 127.090512
37.637190, 127.090535
37.637072, 127.090547
37.636971, 127.090516
37.636886, 127.090469
37.636799, 127.090397
37.636709, 127.090335
37.636635, 127.090269
37.636544, 127.090216
37.636450, 127.090166
37.636365, 127.090114
37.636278, 127.090077
37.636189, 127.090025
37.636098, 127.089976
37.636029, 127.089893
37.635939, 127.089844
37.635834, 127.089815
37.635728, 127.089822
37.635638, 127.089838
37.635550, 127.089876
37.635501, 127.089975
37.635474, 127.090104
37.635433, 127.090207
37.635367, 127.090303
37.635280, 127.090360
37.635169, 127.090381
37.635062, 127.090397
37.634951, 127.090360
37.634860, 127.090355
37.634772, 127.090335
37.634667, 127.090267
37.634584, 127.090216
37.634493, 127.090172
37.634404, 127.090140
37.634342, 127.090051
37.634322, 127.089927
37.634314, 127.089803
37.634313, 127.089677
37.634300, 127.089535
37.634285, 127.089417
37.634267, 127.089293
37.634196, 127.089222
37.634098, 127.089129
37.634011, 127.089088
37.633917, 127.089097
37.633824, 127.089119
37.633729, 127.089101
37.633637, 127.089076
37.633532, 127.089062
37.633431, 127.089086
37.633338, 127.089126
37.633240, 127.089181
37.633146, 127.089179
37.633042, 127.089163
37.632948, 127.089155
37.632845, 127.089150
37.632745, 127.089127
37.632652, 127.089084
37.632554, 127.089033
37.632454, 127.088978
37.632351, 127.088953
37.632246, 127.088967
37.632152, 127.088980
37.632058, 127.089005
37.631957, 127.089007
37.631852, 127.089001
37.631760, 127.089007
37.631651, 127.089013
37.631557, 127.089019
37.631464, 127.089023
37.631370, 127.089017
37.631262, 127.088999
37.631144, 127.088963
37.631042, 127.088965
37.630952, 127.088975
37.630864, 127.088939
37.630788, 127.088879
37.630705, 127.088825
37.630595, 127.088827
37.630499, 127.088857
37.630408, 127.088834
37.630328, 127.088772
37.630262, 127.088690
37.630198, 127.088593
37.630112, 127.088538
37.630040, 127.088463
37.629956, 127.088391
37.629910, 127.088293
37.629892, 127.088169
37.629879, 127.088049
37.629834, 127.087935
37.629777, 127.087835
37.629708, 127.087749
37.629630, 127.087656
37.629557, 127.087574
37.629483, 127.087503
37.629389, 127.087441
37.629293, 127.087395
37.629198, 127.087323
37.629120, 127.087256
37.629028, 127.087203
37.628940, 127.087173
37.628852, 127.087122
37.628758, 127.087094
37.628673, 127.087047
37.628572, 127.087011
37.628479, 127.086989
37.628386, 127.086967
37.628292, 127.086955
37.628212, 127.086899
37.628156, 127.086795
37.628118, 127.086686
37.628094, 127.086574
37.628085, 127.086449
37.628103, 127.086334
37.628133, 127.086217
37.628165, 127.086094
37.628166, 127.085965
37.628153, 127.085846
37.628144, 127.085713
37.628132, 127.085588
37.628115, 127.085474
37.628070, 127.085357
37.627986, 127.085315
37.627918, 127.085236
37.627831, 127.085268
37.627739, 127.085307
37.627646, 127.085358
37.627571, 127.085421
37.627484, 127.085453
37.627392, 127.085515
37.627300, 127.085553
37.627218, 127.085610
37.627132, 127.085664
37.627044, 127.085714
37.626958, 127.085763
37.626873, 127.085832
37.626784, 127.085852
37.626689, 127.085857
37.626599, 127.085879
37.626511, 127.085910
37.626412, 127.085929
37.626321, 127.085970
37.626227, 127.086002
37.626131, 127.086027
37.626031, 127.086052
37.625943, 127.086076
37.625851, 127.086098
37.625750, 127.086116
37.625652, 127.086143
37.625569, 127.086188
37.625482, 127.086220
37.625390, 127.086255
37.625296, 127.086278
37.625190, 127.086291
37.625099, 127.086327
37.625009, 127.086379
37.624910, 127.086431
37.624820, 127.086477
37.624728, 127.086492
37.624639, 127.086522
37.624551, 127.086569
37.624453, 127.086589
37.624358, 127.086605
37.624263, 127.086605
37.624165, 127.086625
37.624072, 127.086661
37.623978, 127.086678
37.623887, 127.086710
37.623792, 127.086740
37.623700, 127.086771
37.623611, 127.086809
37.623512, 127.086830
37.623422, 127.086867
37.623323, 127.086905
37.623223, 127.086914
37.623119, 127.086915
37.623027, 127.086944
37.622935, 127.086980
37.622844, 127.087018
37.622765, 127.087074
37.622682, 127.087132
37.622591, 127.087173
37.622497, 127.087187
37.622403, 127.087147
37.622309, 127.087174
37.622223, 127.087217
37.622124, 127.087254
37.622044, 127.087317
37.621958, 127.087376
37.621869, 127.087358
37.621809, 127.087262
37.621769, 127.087153
37.621710, 127.087054
37.621623, 127.087021
37.621526, 127.087032
37.621439, 127.086990
37.621358, 127.087051
37.621336, 127.086939
37.621295, 127.086829
37.621249, 127.086718
37.621206, 127.086605
37.621170, 127.086500
37.621121, 127.086398
37.621081, 127.086290
37.621046, 127.086172
37.621001, 127.086067
37.620970, 127.085957
37.620913, 127.085852
37.620875, 127.085744
37.620822, 127.085630
37.620772, 127.085518
37.620740, 127.085410
37.620715, 127.085297
37.620659, 127.085191
37.620593, 127.085099
37.620520, 127.085011
37.620423, 127.085029
37.620382, 127.084918
37.620374, 127.084797
37.620287, 127.084830
37.620268, 127.084839
